id,symbol,seqnames,strand,TSS,type
ENSMUSG00000025151.16,Maged1,chrX,-,94535474,protein_coding
ENSMUSG00000081796.1,Gm9005,chrX,-,94546963,processed_pseudogene
ENSMUSG00000080887.1,Gm14831,chrX,+,94557341,processed_pseudogene
ENSMUSG00000082406.1,Gm5401,chrX,-,94608219,processed_pseudogene
ENSMUSG00000080974.2,Gm9009,chrX,+,94615800,processed_pseudogene
ENSMUSG00000071723.7,Gspt2,chrX,+,94636069,protein_coding
ENSMUSG00000083438.1,Gm5402,chrX,-,94671503,processed_pseudogene
ENSMUSG00000073062.3,Zxdb,chrX,+,94724569,protein_coding
ENSMUSG00000109459.1,Gm39526,chrX,+,94731399,lincRNA
ENSMUSG00000082776.3,Gm7061,chrX,-,94772619,processed_pseudogene
ENSMUSG00000081418.1,Gm14830,chrX,-,94774978,processed_pseudogene
ENSMUSG00000082964.3,Rpl13-ps5,chrX,+,94789717,processed_pseudogene
ENSMUSG00000097340.1,Gm26617,chrX,+,94793103,lincRNA
ENSMUSG00000073060.4,Zxda,chrX,-,94795563,unprocessed_pseudogene
ENSMUSG00000087522.3,Gm371,chrX,-,94997439,processed_pseudogene
ENSMUSG00000071722.4,Spin4,chrX,-,95022510,protein_coding
ENSMUSG00000025656.17,Arhgef9,chrX,-,95048935,protein_coding
ENSMUSG00000083789.1,Gm6092,chrX,-,95209773,processed_pseudogene
ENSMUSG00000080298.2,Gm14807,chrX,-,95252916,processed_pseudogene
ENSMUSG00000082371.1,Gm3712,chrX,-,95319819,processed_pseudogene
ENSMUSG00000080283.2,Gm14806,chrX,-,95380371,processed_pseudogene
ENSMUSG00000050332.7,Amer1,chrX,-,95420318,protein_coding
ENSMUSG00000031204.3,Asb12,chrX,-,95470201,protein_coding
ENSMUSG00000109858.1,Pfn5,chrX,+,95558104,protein_coding
ENSMUSG00000083556.1,Gm9043,chrX,+,95629832,unprocessed_pseudogene
ENSMUSG00000035062.13,Zc4h2,chrX,-,95639193,protein_coding
ENSMUSG00000035045.17,Zc3h12b,chrX,+,95711678,protein_coding
ENSMUSG00000071721.5,1700010D01Rik,chrX,-,95732586,lincRNA
ENSMUSG00000057421.12,Las1l,chrX,-,95935335,protein_coding
ENSMUSG00000031207.16,Msn,chrX,+,96096042,protein_coding
ENSMUSG00000088146.1,Gm24718,chrX,-,96150837,scaRNA
ENSMUSG00000081848.1,Gm14925,chrX,+,96194051,processed_pseudogene
ENSMUSG00000081742.2,Gm9051,chrX,-,96224308,processed_pseudogene
ENSMUSG00000078122.4,F630028O10Rik,chrX,+,96239926,antisense
ENSMUSG00000076066.1,Mir223,chrX,+,96242817,miRNA
ENSMUSG00000044206.3,Vsig4,chrX,-,96247203,protein_coding
ENSMUSG00000045802.13,Hsf3,chrX,-,96306178,protein_coding
ENSMUSG00000082317.2,Gm14933,chrX,-,96358704,processed_pseudogene
ENSMUSG00000031209.14,Heph,chrX,+,96455359,protein_coding
ENSMUSG00000082035.1,Rpl17-ps8,chrX,+,96484859,processed_pseudogene
ENSMUSG00000081182.2,Gm14935,chrX,+,96548629,processed_pseudogene
ENSMUSG00000031210.10,Gpr165,chrX,+,96713441,protein_coding
ENSMUSG00000082735.1,Gm16394,chrX,-,96885509,processed_pseudogene
ENSMUSG00000082397.1,Gm14803,chrX,-,96934690,processed_pseudogene
ENSMUSG00000081606.1,Gm9059,chrX,-,96966257,processed_pseudogene
ENSMUSG00000083350.1,Gm9060,chrX,-,97047707,processed_pseudogene
ENSMUSG00000031212.3,Pgr15l,chrX,+,97072596,protein_coding
ENSMUSG00000081135.1,Gm14800,chrX,-,97161655,processed_pseudogene
ENSMUSG00000034457.10,Eda2r,chrX,-,97333840,protein_coding
ENSMUSG00000081923.1,Gm9062,chrX,+,97826379,processed_pseudogene
ENSMUSG00000083972.1,Gm14802,chrX,+,98040375,processed_pseudogene
ENSMUSG00000046532.8,Ar,chrX,+,98148769,protein_coding
ENSMUSG00000082933.1,Gm14811,chrX,+,98483790,processed_pseudogene
ENSMUSG00000081397.1,Gm14815,chrX,-,98513900,processed_pseudogene
ENSMUSG00000083603.1,Gm14810,chrX,-,98544397,processed_pseudogene
ENSMUSG00000031214.13,Ophn1,chrX,-,98554277,protein_coding
ENSMUSG00000099037.1,Gm27554,chrX,-,98727315,miRNA
ENSMUSG00000088616.1,Gm26000,chrX,+,98814775,snRNA
ENSMUSG00000047694.12,Yipf6,chrX,+,98936316,protein_coding
ENSMUSG00000082549.1,Gm14813,chrX,-,98962084,processed_pseudogene
ENSMUSG00000031216.13,Stard8,chrX,+,99003248,protein_coding
ENSMUSG00000083310.2,Gm5760,chrX,-,99081401,processed_pseudogene
ENSMUSG00000031217.8,Efnb1,chrX,+,99136130,protein_coding
ENSMUSG00000073051.4,Gm14812,chrX,-,99405331,lincRNA
ENSMUSG00000085053.1,Gm14809,chrX,-,99409571,lincRNA
ENSMUSG00000085553.1,Gm14808,chrX,+,99459025,antisense
ENSMUSG00000034403.16,Pja1,chrX,-,99465734,protein_coding
ENSMUSG00000082505.1,Gm14816,chrX,-,99687481,processed_pseudogene
ENSMUSG00000083682.1,Pcna-ps1,chrX,+,99796471,processed_pseudogene
ENSMUSG00000071719.2,Tmem28,chrX,+,99821021,protein_coding
ENSMUSG00000059327.9,Eda,chrX,+,99975606,protein_coding
ENSMUSG00000082907.1,Gm14832,chrX,+,100156635,processed_pseudogene
ENSMUSG00000083936.1,Gm14829,chrX,+,100329692,processed_pseudogene
ENSMUSG00000080813.1,Gm14828,chrX,+,100337514,processed_pseudogene
ENSMUSG00000076398.1,Mir676,chrX,+,100381097,miRNA
ENSMUSG00000031220.14,Awat2,chrX,-,100402221,protein_coding
ENSMUSG00000051582.2,Otud6a,chrX,+,100429013,protein_coding
ENSMUSG00000031221.7,Igbp1,chrX,+,100494291,protein_coding
ENSMUSG00000067597.5,Dgat2l6,chrX,+,100524838,protein_coding
ENSMUSG00000015665.8,Awat1,chrX,+,100572251,protein_coding
ENSMUSG00000081886.1,Gm6175,chrX,+,100585009,processed_pseudogene
ENSMUSG00000044359.1,P2ry4,chrX,-,100590154,protein_coding
ENSMUSG00000060890.11,Arr3,chrX,+,100605497,protein_coding
ENSMUSG00000015668.13,Pdzd11,chrX,-,100622883,protein_coding
ENSMUSG00000034311.3,Kif4,chrX,+,100625737,protein_coding
ENSMUSG00000019359.14,Gdpd2,chrX,+,100729873,protein_coding
ENSMUSG00000085314.1,Gm14866,chrX,-,100736983,processed_transcript
ENSMUSG00000086736.1,Gm14902,chrX,+,100741093,lincRNA
ENSMUSG00000089030.1,Gm22160,chrX,+,100749421,misc_RNA
ENSMUSG00000000881.12,Dlg3,chrX,+,100767722,protein_coding
ENSMUSG00000009670.11,Tex11,chrX,-,100838648,protein_coding
ENSMUSG00000089205.1,Gm24577,chrX,+,101005821,snRNA
ENSMUSG00000088839.2,Gm27510,chrX,+,101005896,snRNA
ENSMUSG00000081806.1,Gm14901,chrX,+,101059010,processed_pseudogene
ENSMUSG00000081943.1,Gm9078,chrX,+,101062260,processed_pseudogene
ENSMUSG00000031297.14,Slc7a3,chrX,-,101079210,protein_coding
ENSMUSG00000046032.16,Snx12,chrX,-,101097786,protein_coding
ENSMUSG00000088114.1,Gm24061,chrX,-,101141433,snoRNA
ENSMUSG00000083781.1,Gm14842,chrX,+,101237993,processed_pseudogene
ENSMUSG00000077303.1,Gm22472,chrX,+,101242738,snRNA
ENSMUSG00000042903.8,Foxo4,chrX,+,101254528,protein_coding
ENSMUSG00000090141.1,Gm614,chrX,-,101261376,protein_coding
ENSMUSG00000092463.1,Gm20489,chrX,-,101261405,protein_coding
ENSMUSG00000031304.18,Il2rg,chrX,-,101264378,protein_coding
ENSMUSG00000079487.11,Med12,chrX,+,101274030,protein_coding
ENSMUSG00000096056.1,Gm21986,chrX,+,101295839,processed_transcript
ENSMUSG00000031302.16,Nlgn3,chrX,+,101299168,protein_coding
ENSMUSG00000047797.14,Gjb1,chrX,+,101376378,protein_coding
ENSMUSG00000031310.16,Zmym3,chrX,-,101404384,protein_coding
ENSMUSG00000031311.17,Nono,chrX,+,101429318,protein_coding
ENSMUSG00000031312.5,Itgb1bp2,chrX,+,101449088,protein_coding
ENSMUSG00000083897.1,Gm14843,chrX,+,101479348,processed_pseudogene
ENSMUSG00000081674.1,Gm6184,chrX,+,101518985,processed_pseudogene
ENSMUSG00000031314.18,Taf1,chrX,+,101532734,protein_coding
ENSMUSG00000034160.13,Ogt,chrX,+,101640060,protein_coding
ENSMUSG00000082729.3,Gm14845,chrX,-,101691545,processed_pseudogene
ENSMUSG00000084197.1,Gm9089,chrX,-,101709036,processed_pseudogene
ENSMUSG00000050232.6,Cxcr3,chrX,-,101731535,protein_coding
ENSMUSG00000084284.1,Tpt1-ps6,chrX,+,101768535,processed_pseudogene
ENSMUSG00000082541.1,Gm9095,chrX,+,101787766,processed_pseudogene
ENSMUSG00000045010.14,Gm4779,chrX,-,101790053,protein_coding
ENSMUSG00000046774.17,8030474K03Rik,chrX,+,101794656,protein_coding
ENSMUSG00000081230.1,Gm9097,chrX,-,101800411,processed_pseudogene
ENSMUSG00000082284.1,H3f3a-ps1,chrX,+,101824515,processed_pseudogene
ENSMUSG00000079481.11,Nhsl2,chrX,+,101849385,protein_coding
ENSMUSG00000087712.1,Gm25828,chrX,-,101912630,snRNA
ENSMUSG00000098968.1,Gm27843,chrX,-,102013049,miRNA
ENSMUSG00000049191.12,Rtl5,chrX,-,102066544,protein_coding
ENSMUSG00000087208.1,Gm5125,chrX,-,102106603,processed_pseudogene
ENSMUSG00000079480.3,Pin4,chrX,+,102119447,protein_coding
ENSMUSG00000081969.1,Gm16471,chrX,+,102138613,processed_pseudogene
ENSMUSG00000051220.2,Ercc6l,chrX,-,102141716,protein_coding
ENSMUSG00000084142.1,Gm9103,chrX,-,102178194,processed_pseudogene
ENSMUSG00000031320.9,Rps4x,chrX,-,102184941,protein_coding
ENSMUSG00000081263.1,Gm14859,chrX,+,102208402,processed_pseudogene
ENSMUSG00000051159.16,Cited1,chrX,-,102247381,protein_coding
ENSMUSG00000085568.7,Gm14858,chrX,+,102252522,processed_transcript
ENSMUSG00000093428.1,Gm26318,chrX,-,102255430,miRNA
ENSMUSG00000067567.12,Hdac8,chrX,-,102284639,protein_coding
ENSMUSG00000034055.16,Phka1,chrX,-,102513975,protein_coding
ENSMUSG00000080899.1,Gm9109,chrX,+,102655659,processed_pseudogene
ENSMUSG00000083414.1,Gm14840,chrX,-,102657741,processed_pseudogene
ENSMUSG00000081443.2,Gm3880,chrX,-,102686292,protein_coding
ENSMUSG00000079479.2,Gm9112,chrX,-,102706890,protein_coding
ENSMUSG00000073027.10,Dmrtc1b,chrX,+,102707865,protein_coding
ENSMUSG00000080845.1,Gm9115,chrX,-,102724402,processed_pseudogene
ENSMUSG00000081716.1,Gm14839,chrX,+,102735986,unprocessed_pseudogene
ENSMUSG00000081108.4,Gm4234,chrX,+,102754781,unprocessed_pseudogene
ENSMUSG00000083680.1,Gm9119,chrX,+,102777738,unprocessed_pseudogene
ENSMUSG00000082191.1,Gm5166,chrX,+,102794298,unprocessed_pseudogene
ENSMUSG00000094656.1,Gm25358,chrX,+,102801184,rRNA
ENSMUSG00000067562.11,Dmrtc1c1,chrX,+,102802963,protein_coding
ENSMUSG00000082783.2,Gm9126,chrX,+,102818362,unprocessed_pseudogene
ENSMUSG00000081240.2,Gm16511,chrX,+,102830950,unprocessed_pseudogene
ENSMUSG00000095072.1,Gm24509,chrX,+,102838155,rRNA
ENSMUSG00000067561.12,Dmrtc1c2,chrX,-,102847639,protein_coding
ENSMUSG00000088052.1,Gm26152,chrX,-,102856291,rRNA
ENSMUSG00000032894.13,1700031F05Rik,chrX,-,102859186,protein_coding
ENSMUSG00000084397.1,Gm9133,chrX,-,102880529,unprocessed_pseudogene
ENSMUSG00000031323.8,Dmrtc1a,chrX,-,102903216,protein_coding
ENSMUSG00000079476.1,1700011M02Rik,chrX,+,102908905,protein_coding
ENSMUSG00000109745.1,1700018G05Rik,chrX,+,102928372,protein_coding
ENSMUSG00000081986.1,Gm14841,chrX,+,102979888,processed_pseudogene
ENSMUSG00000083775.1,Gm14837,chrX,-,102998040,processed_pseudogene
ENSMUSG00000081779.1,Gm21998,chrX,-,103003724,processed_pseudogene
ENSMUSG00000084842.3,Pabpc1l2b-ps,chrX,+,103013698,processed_pseudogene
ENSMUSG00000080774.1,Gm9143,chrX,+,103037624,processed_pseudogene
ENSMUSG00000086524.3,Pabpc1l2a-ps,chrX,-,103066668,processed_pseudogene
ENSMUSG00000084341.1,Gm3928,chrX,+,103075919,processed_pseudogene
ENSMUSG00000081567.1,Gm14838,chrX,+,103083003,processed_pseudogene
ENSMUSG00000048949.8,Gm6206,chrX,-,103163110,processed_pseudogene
ENSMUSG00000031325.15,4930519F16Rik,chrX,-,103182971,transcribed_unitary_pseudogene
ENSMUSG00000082229.1,Nap1l2,chrX,-,103184176,protein_coding
ENSMUSG00000083763.1,Gm9050,chrX,+,103227705,processed_pseudogene
ENSMUSG00000080886.1,Gm14847,chrX,+,103236125,processed_pseudogene
ENSMUSG00000098023.1,Gm19200,chrX,-,103287167,processed_pseudogene
ENSMUSG00000083805.2,Gm14848,chrX,+,103299110,processed_pseudogene
ENSMUSG00000083711.1,Gm3931,chrX,+,103319111,processed_pseudogene
ENSMUSG00000031326.2,Cdx4,chrX,+,103321398,protein_coding
ENSMUSG00000081280.1,Gm9516,chrX,+,103336830,processed_pseudogene
ENSMUSG00000031327.10,Chic1,chrX,+,103356476,protein_coding
ENSMUSG00000097953.1,Gm26952,chrX,-,103381957,antisense
ENSMUSG00000031329.4,Tsx,chrX,+,103414467,protein_coding
ENSMUSG00000098078.1,Gm26992,chrX,+,103422010,protein_coding
ENSMUSG00000085715.2,Tsix,chrX,+,103431517,antisense
ENSMUSG00000086503.4,Xist,chrX,-,103460366,lincRNA
ENSMUSG00000099312.1,Gm27733,chrX,-,103461218,misc_RNA
ENSMUSG00000098743.1,Gm27927,chrX,-,103469671,misc_RNA
ENSMUSG00000098262.1,Gm27520,chrX,+,103480946,misc_RNA
ENSMUSG00000083502.1,Gm14861,chrX,+,103486934,processed_pseudogene
ENSMUSG00000082746.1,Rps12-ps1,chrX,+,103489517,processed_pseudogene
ENSMUSG00000097571.9,Jpx,chrX,+,103493556,lincRNA
ENSMUSG00000099189.1,Gm27875,chrX,+,103493574,misc_RNA
ENSMUSG00000082383.2,Gm9670,chrX,+,103506812,transcribed_processed_pseudogene
ENSMUSG00000082812.1,Gm14860,chrX,+,103514922,processed_pseudogene
ENSMUSG00000043661.3,Gm9785,chrX,-,103525316,transcribed_processed_pseudogene
ENSMUSG00000081004.1,Gm9157,chrX,+,103529483,transcribed_processed_pseudogene
ENSMUSG00000086370.9,Ftx,chrX,-,103560907,lincRNA
ENSMUSG00000065509.3,Mir421,chrX,-,103572921,miRNA
ENSMUSG00000076269.1,Mir374b,chrX,-,103573060,miRNA
ENSMUSG00000106465.1,Mir374c,chrX,+,103573085,miRNA
ENSMUSG00000103697.1,Gm38020,chrX,-,103576426,TEC
ENSMUSG00000098603.1,Gm27798,chrX,+,103595938,misc_RNA
ENSMUSG00000080796.1,Gm9159,chrX,+,103597771,processed_pseudogene
ENSMUSG00000099287.1,Gm27987,chrX,+,103605225,misc_RNA
ENSMUSG00000098825.1,Gm27285,chrX,+,103606323,misc_RNA
ENSMUSG00000099126.1,Gm27321,chrX,+,103623551,misc_RNA
ENSMUSG00000031330.8,Zcchc13,chrX,+,103630586,protein_coding
ENSMUSG00000083263.1,Gm14874,chrX,-,103643555,processed_pseudogene
ENSMUSG00000083213.2,Gm14875,chrX,+,103680577,processed_pseudogene
ENSMUSG00000081414.2,Gm3943,chrX,+,103684615,processed_pseudogene
ENSMUSG00000033965.10,Slc16a2,chrX,-,103697414,protein_coding
ENSMUSG00000083019.2,Gm6222,chrX,-,103762917,transcribed_processed_pseudogene
ENSMUSG00000104064.1,Gm37956,chrX,-,103771646,TEC
ENSMUSG00000083605.1,Gm14893,chrX,+,103778693,processed_pseudogene
ENSMUSG00000082322.2,Gm9164,chrX,-,103887599,processed_pseudogene
ENSMUSG00000081689.1,Gm9166,chrX,-,103925536,processed_pseudogene
ENSMUSG00000056537.11,Rlim,chrX,-,103957163,protein_coding
ENSMUSG00000080825.1,Gm14892,chrX,-,104001066,processed_pseudogene
ENSMUSG00000064876.1,Gm23378,chrX,-,104001373,snRNA
ENSMUSG00000077199.2,Gm22266,chrX,-,104070189,snoRNA
ENSMUSG00000088036.1,Gm24993,chrX,+,104076971,miRNA
ENSMUSG00000046449.15,Nexmif,chrX,-,104077434,protein_coding
ENSMUSG00000076286.1,Mir672,chrX,-,104116175,miRNA
ENSMUSG00000031333.7,Abcb7,chrX,-,104280657,protein_coding
ENSMUSG00000083327.1,Vcp-rs,chrX,-,104345829,processed_pseudogene
ENSMUSG00000082996.1,Gm6238,chrX,-,104382042,processed_pseudogene
ENSMUSG00000073016.3,Uprt,chrX,+,104482818,protein_coding
ENSMUSG00000033906.5,Zdhhc15,chrX,-,104536969,protein_coding
ENSMUSG00000089171.1,Gm22430,chrX,+,104616865,snoRNA
ENSMUSG00000083049.1,Gm14822,chrX,+,104746482,processed_pseudogene
ENSMUSG00000100364.1,1700121L16Rik,chrX,+,104816776,lincRNA
ENSMUSG00000031224.6,Magee2,chrX,-,104854952,protein_coding
ENSMUSG00000081703.1,Gm6285,chrX,+,104947785,processed_pseudogene
ENSMUSG00000088960.1,Gm22090,chrX,-,105020268,snRNA
ENSMUSG00000082600.1,Gm9673,chrX,+,105032586,processed_pseudogene
ENSMUSG00000087174.7,5530601H04Rik,chrX,-,105037197,processed_transcript
ENSMUSG00000031226.13,Pbdc1,chrX,+,105079756,protein_coding
ENSMUSG00000031227.8,Magee1,chrX,+,105120378,protein_coding
ENSMUSG00000082245.1,Gm6292,chrX,+,105140849,processed_pseudogene
ENSMUSG00000083889.4,E530001F21Rik,chrX,-,105164632,processed_pseudogene
ENSMUSG00000085791.4,Rpl30-ps9,chrX,-,105278637,processed_pseudogene
ENSMUSG00000083744.1,Gm14824,chrX,-,105327739,processed_pseudogene
ENSMUSG00000065499.1,Mir384,chrX,-,105344282,miRNA
ENSMUSG00000087620.7,5330434G04Rik,chrX,-,105348282,lincRNA
ENSMUSG00000065425.1,Mir325,chrX,-,105379082,miRNA
ENSMUSG00000082464.3,Rab9b-ps1,chrX,+,105482098,processed_pseudogene
ENSMUSG00000090132.2,Cypt2,chrX,+,105499772,protein_coding
ENSMUSG00000081976.1,Gm14823,chrX,-,105567901,processed_pseudogene
ENSMUSG00000084376.1,Gm14855,chrX,+,105688024,processed_pseudogene
ENSMUSG00000082275.1,Gm14854,chrX,+,105706966,processed_pseudogene
ENSMUSG00000063442.5,Gm7117,chrX,-,105725128,processed_pseudogene
ENSMUSG00000031230.3,Fgf16,chrX,+,105764279,protein_coding
ENSMUSG00000031229.16,Atrx,chrX,-,105797615,protein_coding
ENSMUSG00000084678.1,Gm26020,chrX,+,105819883,snRNA
ENSMUSG00000079965.2,Gm14853,chrX,-,105844465,processed_pseudogene
ENSMUSG00000084575.1,Gm23656,chrX,+,105873824,snRNA
ENSMUSG00000031232.16,Magt1,chrX,-,105968084,protein_coding
ENSMUSG00000031231.4,Cox7b,chrX,+,106015700,protein_coding
ENSMUSG00000033792.12,Atp7a,chrX,+,106027276,protein_coding
ENSMUSG00000033777.4,Tlr13,chrX,+,106143204,protein_coding
ENSMUSG00000081081.1,Gm14856,chrX,+,106176314,processed_pseudogene
ENSMUSG00000062070.12,Pgk1,chrX,+,106187100,protein_coding
ENSMUSG00000047242.14,Taf9b,chrX,-,106206883,protein_coding
ENSMUSG00000073012.2,Fnd3c2,chrX,-,106235246,protein_coding
ENSMUSG00000082618.1,Gm14852,chrX,-,106270511,unprocessed_pseudogene
ENSMUSG00000081289.1,Gm14857,chrX,-,106281912,processed_pseudogene
ENSMUSG00000083814.1,Gm5133,chrX,-,106306381,unprocessed_pseudogene
ENSMUSG00000099128.1,Mir6382,chrX,+,106309826,miRNA
ENSMUSG00000084219.1,Gm14876,chrX,-,106337590,unprocessed_pseudogene
ENSMUSG00000081778.1,Gm6325,chrX,-,106360456,unprocessed_pseudogene
ENSMUSG00000033737.14,Fndc3c1,chrX,-,106420041,protein_coding
ENSMUSG00000098455.1,Gm27428,chrX,+,106426057,miRNA
ENSMUSG00000052821.3,Cysltr1,chrX,-,106574346,protein_coding
ENSMUSG00000073010.9,Gm5127,chrX,+,106583186,protein_coding
ENSMUSG00000064553.1,Gm24622,chrX,-,106587481,snRNA
ENSMUSG00000082174.1,Gm14877,chrX,+,106611903,processed_pseudogene
ENSMUSG00000083432.1,Gm14878,chrX,+,106612101,processed_pseudogene
ENSMUSG00000081395.1,Gm14879,chrX,-,106632797,processed_pseudogene
ENSMUSG00000083595.1,Gm9200,chrX,-,106641381,processed_pseudogene
ENSMUSG00000065733.1,Gm24491,chrX,-,106649913,snRNA
ENSMUSG00000080380.1,Gm22102,chrX,+,106697078,miRNA
ENSMUSG00000083063.1,Gm14882,chrX,+,106755333,processed_pseudogene
ENSMUSG00000082939.1,Gm14881,chrX,+,106755736,processed_pseudogene
ENSMUSG00000080841.1,Gm14880,chrX,+,106821940,processed_pseudogene
ENSMUSG00000047686.9,Rtl3,chrX,-,106837082,protein_coding
ENSMUSG00000049929.7,Lpar4,chrX,+,106920625,protein_coding
ENSMUSG00000050921.12,P2ry10,chrX,+,107088492,protein_coding
ENSMUSG00000054293.10,P2ry10b,chrX,+,107148927,protein_coding
ENSMUSG00000082630.1,Gm14834,chrX,-,107174610,processed_pseudogene
ENSMUSG00000080898.1,Gm14836,chrX,+,107233330,processed_pseudogene
ENSMUSG00000073008.11,Gpr174,chrX,+,107255878,protein_coding
ENSMUSG00000080939.1,Gm9208,chrX,-,107279015,processed_pseudogene
ENSMUSG00000081131.1,Gm14833,chrX,+,107344586,processed_pseudogene
ENSMUSG00000080758.1,Gm5392,chrX,-,107354879,processed_pseudogene
ENSMUSG00000031239.5,Itm2a,chrX,-,107397099,protein_coding
ENSMUSG00000082172.1,Gm14835,chrX,-,107405894,processed_pseudogene
ENSMUSG00000055700.7,4933401B06Rik,chrX,+,107542582,transcribed_processed_pseudogene
ENSMUSG00000031241.17,Tbx22,chrX,+,107667964,protein_coding
ENSMUSG00000031242.7,2610002M06Rik,chrX,-,107782751,protein_coding
ENSMUSG00000073007.10,Tent5d,chrX,+,107792590,protein_coding
ENSMUSG00000073006.2,Gm732,chrX,-,107945735,protein_coding
ENSMUSG00000081807.1,Gm14849,chrX,+,108060304,processed_pseudogene
ENSMUSG00000082354.1,Gm378,chrX,+,108405688,processed_pseudogene
ENSMUSG00000081560.1,Gm9218,chrX,+,108446389,processed_pseudogene
ENSMUSG00000093916.1,Gm379,chrX,-,108664004,protein_coding
ENSMUSG00000063663.11,Brwd3,chrX,-,108737016,protein_coding
ENSMUSG00000086629.8,2810403D21Rik,chrX,+,108833800,processed_transcript
ENSMUSG00000081748.1,Gm14870,chrX,+,108893496,processed_pseudogene
ENSMUSG00000081793.1,5730416F02Rik,chrX,+,109001485,processed_pseudogene
ENSMUSG00000031245.8,Hmgn5,chrX,-,109004534,protein_coding
ENSMUSG00000077652.1,Gm23322,chrX,-,109009681,snRNA
ENSMUSG00000064574.1,Gm25797,chrX,-,109023356,snRNA
ENSMUSG00000031246.14,Sh3bgrl,chrX,+,109095365,protein_coding
ENSMUSG00000088298.1,Gm26415,chrX,-,109115225,misc_RNA
ENSMUSG00000083210.1,Gm14869,chrX,-,109120801,processed_pseudogene
ENSMUSG00000048621.3,Gm6377,chrX,+,109196756,protein_coding
ENSMUSG00000081681.1,Gm14868,chrX,-,109280185,processed_pseudogene
ENSMUSG00000082189.1,Gm4784,chrX,-,109388744,processed_pseudogene
ENSMUSG00000083928.1,Gm4991,chrX,+,109910221,processed_pseudogene
ENSMUSG00000082853.1,Gm7134,chrX,+,110372753,processed_pseudogene
ENSMUSG00000083641.1,Gm9225,chrX,+,110539337,processed_pseudogene
ENSMUSG00000081211.1,Gm14886,chrX,+,110604497,processed_pseudogene
ENSMUSG00000065907.1,Gm26108,chrX,-,110622832,snRNA
ENSMUSG00000109088.1,Gm44593,chrX,-,110634586,lincRNA
ENSMUSG00000056854.4,Pou3f4,chrX,+,110814280,protein_coding
ENSMUSG00000073001.3,Cylc1,chrX,+,111110418,protein_coding
ENSMUSG00000062226.4,Gm10112,chrX,+,111168340,protein_coding
ENSMUSG00000025665.16,Rps6ka6,chrX,-,111388192,protein_coding
ENSMUSG00000034551.12,Hdx,chrX,-,111569931,protein_coding
ENSMUSG00000083898.2,Gm7340,chrX,+,111571699,processed_pseudogene
ENSMUSG00000082546.1,Gm14898,chrX,+,111830621,processed_pseudogene
ENSMUSG00000082752.1,Gm14899,chrX,+,111860628,processed_pseudogene
ENSMUSG00000109156.1,Gm45194,chrX,+,111891389,protein_coding
ENSMUSG00000034555.14,Tex16,chrX,+,112011007,protein_coding
ENSMUSG00000083037.1,Gm14900,chrX,+,112012720,processed_pseudogene
ENSMUSG00000083392.1,Gm6335,chrX,+,112162554,processed_pseudogene
ENSMUSG00000079460.11,4933403O08Rik,chrX,+,112239049,protein_coding
ENSMUSG00000082669.1,Gm5393,chrX,+,112302196,processed_pseudogene
ENSMUSG00000025525.12,Apool,chrX,+,112311334,protein_coding
ENSMUSG00000025527.9,Satl1,chrX,-,112384303,protein_coding
ENSMUSG00000083520.1,Gm6418,chrX,-,112459033,processed_pseudogene
ENSMUSG00000083818.1,Gm14908,chrX,+,112464861,processed_pseudogene
ENSMUSG00000025528.10,2010106E10Rik,chrX,+,112495274,protein_coding
ENSMUSG00000025529.14,Zfp711,chrX,+,112600526,protein_coding
ENSMUSG00000034607.6,Pof1b,chrX,-,112638431,protein_coding
ENSMUSG00000081399.2,Gm14921,chrX,-,112660521,processed_pseudogene
ENSMUSG00000084097.1,Gm14922,chrX,-,112773953,processed_pseudogene
ENSMUSG00000082636.1,Gm14923,chrX,+,112774104,processed_pseudogene
ENSMUSG00000081555.1,Gm6427,chrX,+,112791142,processed_pseudogene
ENSMUSG00000083103.1,Gm6429,chrX,-,112822222,processed_pseudogene
ENSMUSG00000081082.1,Gm14937,chrX,+,112958619,processed_pseudogene
ENSMUSG00000082392.1,Gm14938,chrX,+,112967089,processed_pseudogene
ENSMUSG00000084963.1,Gm14936,chrX,-,112980864,lincRNA
ENSMUSG00000083560.1,Gm14939,chrX,-,113034193,processed_pseudogene
ENSMUSG00000025531.14,Chm,chrX,-,113040593,protein_coding
ENSMUSG00000065510.1,Mir361,chrX,-,113074824,miRNA
ENSMUSG00000081831.1,Gm7405,chrX,-,113225541,processed_pseudogene
ENSMUSG00000025592.17,Dach2,chrX,+,113297510,protein_coding
ENSMUSG00000080428.1,Gm24831,chrX,-,113332100,snRNA
ENSMUSG00000087765.1,Gm23985,chrX,-,113878331,snoRNA
ENSMUSG00000082511.1,Gm4915,chrX,+,114021997,processed_pseudogene
ENSMUSG00000082567.1,Gm14896,chrX,+,114036527,processed_pseudogene
ENSMUSG00000084031.1,Gm7416,chrX,-,114052511,processed_pseudogene
ENSMUSG00000079963.2,Gm7146,chrX,+,114198015,processed_pseudogene
ENSMUSG00000025597.13,Klhl4,chrX,+,114474333,protein_coding
ENSMUSG00000081978.1,Gm14895,chrX,+,114490420,processed_pseudogene
ENSMUSG00000082070.1,Gm1866,chrX,-,114592048,processed_pseudogene
ENSMUSG00000081354.1,Gm14894,chrX,+,114662197,processed_pseudogene
ENSMUSG00000083561.3,Gm5942,chrX,-,114774319,processed_pseudogene
ENSMUSG00000081160.1,Gm14897,chrX,+,114857887,processed_pseudogene
